#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AEW86237.1	AEW86235.1	1041826.FCOL_07090	1041826.FCOL_07080	0.720	0	0.307	0	0.214	0	0	0	0.834
AEW86237.1	AEW86236.2	1041826.FCOL_07090	1041826.FCOL_07085	0.720	0	0	0	0	0	0	0	0.720
AEW86237.1	AEW86242.1	1041826.FCOL_07090	1041826.FCOL_07115	0.423	0	0	0	0	0	0	0	0.423
AEW86237.1	AEW86828.1	1041826.FCOL_07090	1041826.FCOL_10095	0.125	0	0.235	0	0	0	0	0.276	0.473
AEW86237.1	dapA	1041826.FCOL_07090	1041826.FCOL_07105	0.638	0	0.152	0	0	0	0	0	0.681
AEW86237.1	AEW87420.1	1041826.FCOL_07090	1041826.FCOL_13125	0	0	0	0	0.055	0	0.800	0	0.802
AEW86237.1	AEW86239.1	1041826.FCOL_07090	1041826.FCOL_07100	0.816	0	0	0	0	0	0	0	0.817
AEW86237.1	panC	1041826.FCOL_07090	1041826.FCOL_13410	0.125	0	0.205	0	0.056	0	0.800	0.276	0.887
AEW86239.1	AEW84901.1	1041826.FCOL_07100	1041826.FCOL_00220	0.057	0	0	0	0.068	0.523	0	0.113	0.578
AEW86239.1	lpxC	1041826.FCOL_07100	1041826.FCOL_00260	0.314	0	0.180	0	0	0	0	0.349	0.601
AEW86239.1	AEW85070.1	1041826.FCOL_07100	1041826.FCOL_01105	0	0	0.460	0	0.073	0	0	0	0.478
AEW86239.1	AEW85306.1	1041826.FCOL_07100	1041826.FCOL_02295	0	0	0.438	0	0	0	0	0	0.438
AEW86239.1	AEW85400.1	1041826.FCOL_07100	1041826.FCOL_02775	0.114	0	0.363	0	0	0	0	0	0.411
AEW86239.1	AEW85402.1	1041826.FCOL_07100	1041826.FCOL_02785	0	0	0.418	0	0	0	0	0	0.418
AEW86239.1	AEW85439.1	1041826.FCOL_07100	1041826.FCOL_02970	0	0	0.150	0	0.367	0	0	0	0.438
AEW86239.1	AEW85491.1	1041826.FCOL_07100	1041826.FCOL_03230	0	0	0	0	0.113	0.513	0	0.089	0.572
AEW86239.1	AEW85495.1	1041826.FCOL_07100	1041826.FCOL_03250	0	0	0.496	0	0	0	0	0	0.496
AEW86239.1	AEW85548.1	1041826.FCOL_07100	1041826.FCOL_03530	0.055	0	0.382	0	0	0	0	0.112	0.436
AEW86239.1	AEW85627.1	1041826.FCOL_07100	1041826.FCOL_03935	0	0	0	0	0.113	0.513	0	0.089	0.572
AEW86239.1	AEW85660.1	1041826.FCOL_07100	1041826.FCOL_04130	0.062	0	0.185	0	0.070	0.591	0	0.132	0.701
AEW86239.1	AEW85725.1	1041826.FCOL_07100	1041826.FCOL_04470	0.042	0	0.264	0	0.073	0	0	0.194	0.402
AEW86239.1	AEW85733.1	1041826.FCOL_07100	1041826.FCOL_04510	0.062	0	0.515	0	0.070	0.591	0	0.375	0.872
AEW86239.1	AEW86140.1	1041826.FCOL_07100	1041826.FCOL_06595	0.166	0	0	0	0	0	0	0.323	0.411
AEW86239.1	fabV	1041826.FCOL_07100	1041826.FCOL_07075	0.490	0	0	0	0	0	0	0	0.490
AEW86239.1	AEW86235.1	1041826.FCOL_07100	1041826.FCOL_07080	0.704	0	0.167	0	0	0	0	0	0.743
AEW86239.1	AEW86236.2	1041826.FCOL_07100	1041826.FCOL_07085	0.704	0	0.419	0	0	0	0	0	0.820
AEW86239.1	AEW86237.1	1041826.FCOL_07100	1041826.FCOL_07090	0.816	0	0	0	0	0	0	0	0.817
AEW86239.1	AEW86735.1	1041826.FCOL_07100	1041826.FCOL_09630	0	0	0.364	0	0.079	0	0	0.083	0.415
AEW86239.1	AEW86251.1	1041826.FCOL_07100	1041826.FCOL_07160	0.044	0	0.290	0	0.074	0	0	0.193	0.424
AEW86239.1	AEW86722.1	1041826.FCOL_07100	1041826.FCOL_09565	0	0	0.434	0	0	0	0	0	0.434
AEW86239.1	AEW86242.1	1041826.FCOL_07100	1041826.FCOL_07115	0.449	0	0	0	0	0	0	0	0.449
AEW86239.1	lspA	1041826.FCOL_07100	1041826.FCOL_13180	0.058	0	0.268	0	0	0	0	0.276	0.457
AEW86239.1	AEW86658.1	1041826.FCOL_07100	1041826.FCOL_09245	0	0	0.461	0	0	0	0	0	0.461
AEW86239.1	AEW86243.1	1041826.FCOL_07100	1041826.FCOL_07120	0.403	0	0.156	0	0	0	0	0	0.475
AEW86239.1	AEW86705.1	1041826.FCOL_07100	1041826.FCOL_09480	0	0	0	0	0.362	0	0	0.244	0.497
AEW86239.1	AEW86581.1	1041826.FCOL_07100	1041826.FCOL_08845	0	0	0	0	0.113	0.513	0	0.089	0.572
AEW86239.1	AEW87030.1	1041826.FCOL_07100	1041826.FCOL_11135	0	0	0	0	0.113	0.513	0	0.089	0.572
AEW86239.1	AEW86430.1	1041826.FCOL_07100	1041826.FCOL_08075	0	0	0	0	0.113	0.513	0	0.089	0.572
AEW86239.1	AEW87024.1	1041826.FCOL_07100	1041826.FCOL_11105	0.062	0	0	0	0.070	0.591	0	0.132	0.648
AEW86239.1	dapA	1041826.FCOL_07100	1041826.FCOL_07105	0.655	0	0	0	0.073	0	0	0	0.667
AEW86239.1	AEW87250.1	1041826.FCOL_07100	1041826.FCOL_12245	0.060	0	0.308	0	0.460	0	0	0.194	0.679
AEW86242.1	AEW85030.1	1041826.FCOL_07115	1041826.FCOL_00905	0.134	0	0.435	0	0	0	0	0.194	0.571
AEW86242.1	AEW86237.1	1041826.FCOL_07115	1041826.FCOL_07090	0.423	0	0	0	0	0	0	0	0.423
AEW86242.1	AEW86239.1	1041826.FCOL_07115	1041826.FCOL_07100	0.449	0	0	0	0	0	0	0	0.449
AEW86242.1	dapA	1041826.FCOL_07115	1041826.FCOL_07105	0.669	0	0	0	0	0	0	0	0.669
AEW86242.1	AEW86243.1	1041826.FCOL_07115	1041826.FCOL_07120	0.797	0	0.774	0	0	0	0	0	0.952
AEW86243.1	cmk	1041826.FCOL_07120	1041826.FCOL_00315	0	0	0	0	0	0	0.900	0	0.900
AEW86243.1	AEW85017.1	1041826.FCOL_07120	1041826.FCOL_00830	0.043	0	0	0	0.049	0	0.900	0.086	0.905
AEW86243.1	AEW85030.1	1041826.FCOL_07120	1041826.FCOL_00905	0.134	0	0.477	0	0	0	0	0.194	0.603
AEW86243.1	AEW85067.1	1041826.FCOL_07120	1041826.FCOL_01090	0.046	0	0	0	0.052	0	0.900	0.089	0.906
AEW86243.1	AEW85107.1	1041826.FCOL_07120	1041826.FCOL_01290	0	0	0	0	0	0	0.900	0	0.900
AEW86243.1	tdk	1041826.FCOL_07120	1041826.FCOL_01370	0.054	0	0	0	0	0	0.900	0	0.901
AEW86243.1	AEW85196.1	1041826.FCOL_07120	1041826.FCOL_01735	0.044	0	0	0	0	0	0.900	0	0.900
AEW86243.1	guaB	1041826.FCOL_07120	1041826.FCOL_01905	0.077	0	0	0	0	0	0.900	0.057	0.905
AEW86243.1	guaA	1041826.FCOL_07120	1041826.FCOL_02950	0.041	0	0	0	0	0	0.900	0.193	0.915
AEW86243.1	pyrH	1041826.FCOL_07120	1041826.FCOL_03155	0	0	0	0	0.042	0	0.900	0	0.900
AEW86243.1	purA	1041826.FCOL_07120	1041826.FCOL_03885	0.066	0	0	0	0	0	0.900	0.074	0.905
AEW86243.1	AEW85647.1	1041826.FCOL_07120	1041826.FCOL_04065	0	0	0	0	0	0	0.900	0	0.900
AEW86243.1	thyA	1041826.FCOL_07120	1041826.FCOL_04080	0.059	0	0	0	0	0	0.900	0	0.901
AEW86243.1	purH	1041826.FCOL_07120	1041826.FCOL_04150	0	0	0	0	0	0	0.900	0.086	0.904
AEW86243.1	surE	1041826.FCOL_07120	1041826.FCOL_04255	0	0	0	0	0	0	0.900	0.090	0.905
AEW86243.1	mazG	1041826.FCOL_07120	1041826.FCOL_06140	0.043	0	0	0	0	0	0.900	0	0.900
AEW86243.1	pyrF	1041826.FCOL_07120	1041826.FCOL_06435	0.043	0	0	0	0	0	0.900	0	0.900
AEW86243.1	AEW86239.1	1041826.FCOL_07120	1041826.FCOL_07100	0.403	0	0.156	0	0	0	0	0	0.475
AEW86243.1	dapA	1041826.FCOL_07120	1041826.FCOL_07105	0.628	0	0	0	0	0	0	0	0.628
AEW86243.1	AEW86242.1	1041826.FCOL_07120	1041826.FCOL_07115	0.797	0	0.774	0	0	0	0	0	0.952
AEW86243.1	AEW86853.2	1041826.FCOL_07120	1041826.FCOL_10230	0	0	0	0	0	0	0.900	0	0.900
AEW86243.1	AEW87382.1	1041826.FCOL_07120	1041826.FCOL_12935	0.048	0	0	0	0	0	0.900	0	0.900
AEW86243.1	AEW86327.1	1041826.FCOL_07120	1041826.FCOL_07540	0	0	0	0	0.073	0	0.900	0	0.903
AEW86243.1	upp	1041826.FCOL_07120	1041826.FCOL_08210	0	0	0.172	0	0	0	0.900	0	0.913
AEW86243.1	AEW87217.1	1041826.FCOL_07120	1041826.FCOL_12080	0	0	0	0	0.170	0	0.900	0	0.913
AEW86244.1	AEW85075.1	1041826.FCOL_07125	1041826.FCOL_01130	0.046	0	0.755	0	0.061	0	0	0.055	0.764
AEW86244.1	AEW86245.1	1041826.FCOL_07125	1041826.FCOL_07130	0.449	0	0	0	0	0	0	0	0.449
AEW86244.1	AEW86247.1	1041826.FCOL_07125	1041826.FCOL_07140	0.449	0	0	0	0	0	0	0	0.449
AEW86244.1	AEW87333.1	1041826.FCOL_07125	1041826.FCOL_12690	0.106	0	0	0	0.371	0	0	0.131	0.468
AEW86244.1	AEW86248.1	1041826.FCOL_07125	1041826.FCOL_07145	0.393	0	0.209	0	0	0	0	0	0.500
AEW86244.1	bshC	1041826.FCOL_07125	1041826.FCOL_07325	0	0	0.773	0	0	0	0	0.055	0.776
AEW86245.1	AEW85124.1	1041826.FCOL_07130	1041826.FCOL_01375	0.379	0	0	0	0.047	0	0	0.306	0.553
AEW86245.1	AEW85298.1	1041826.FCOL_07130	1041826.FCOL_02255	0.138	0	0.360	0	0.101	0	0	0.092	0.489
AEW86245.1	AEW85378.1	1041826.FCOL_07130	1041826.FCOL_02665	0.054	0	0.381	0	0.056	0	0	0.047	0.402
AEW86245.1	AEW85415.1	1041826.FCOL_07130	1041826.FCOL_02850	0.182	0	0	0	0	0	0	0.354	0.448
AEW86245.1	AEW85433.1	1041826.FCOL_07130	1041826.FCOL_02940	0.176	0	0	0	0	0	0	0.478	0.551
AEW86245.1	AEW85434.1	1041826.FCOL_07130	1041826.FCOL_02945	0.044	0	0.232	0	0	0	0	0.297	0.438
AEW86245.1	AEW85507.1	1041826.FCOL_07130	1041826.FCOL_03325	0.181	0	0.220	0	0	0	0	0.139	0.401
AEW86245.1	AEW85547.1	1041826.FCOL_07130	1041826.FCOL_03525	0.277	0.151	0.708	0	0.698	0	0	0.154	0.945
AEW86245.1	murA	1041826.FCOL_07130	1041826.FCOL_04825	0.183	0	0	0	0	0	0	0.363	0.457
AEW86245.1	AEW85867.1	1041826.FCOL_07130	1041826.FCOL_05210	0.055	0	0.214	0	0	0	0	0.312	0.444
AEW86245.1	AEW86074.1	1041826.FCOL_07130	1041826.FCOL_06265	0.186	0	0.213	0	0.114	0	0	0.250	0.517
AEW86245.1	AEW86101.1	1041826.FCOL_07130	1041826.FCOL_06400	0.129	0	0.234	0	0.092	0	0	0.131	0.403
AEW86245.1	anmK	1041826.FCOL_07130	1041826.FCOL_06480	0.277	0	0.412	0	0	0	0.500	0.346	0.842
AEW86245.1	AEW86152.1	1041826.FCOL_07130	1041826.FCOL_06655	0.277	0	0	0	0.341	0	0	0	0.503
AEW86245.1	AEW86162.1	1041826.FCOL_07130	1041826.FCOL_06705	0.188	0	0.179	0	0.050	0	0	0.284	0.485
AEW86245.1	murQ	1041826.FCOL_07130	1041826.FCOL_06945	0.277	0	0.442	0	0.258	0	0	0.352	0.780
AEW86245.1	AEW86230.1	1041826.FCOL_07130	1041826.FCOL_07055	0	0	0.383	0	0	0	0	0.084	0.410
AEW86245.1	AEW86244.1	1041826.FCOL_07130	1041826.FCOL_07125	0.449	0	0	0	0	0	0	0	0.449
AEW86245.1	AEW87381.1	1041826.FCOL_07130	1041826.FCOL_12930	0.105	0	0	0	0	0	0	0.365	0.407
AEW86245.1	AEW86509.1	1041826.FCOL_07130	1041826.FCOL_08470	0	0	0.150	0	0.075	0	0	0.309	0.409
AEW86245.1	glmS	1041826.FCOL_07130	1041826.FCOL_13425	0.176	0	0	0	0	0	0	0.321	0.416
AEW86245.1	AEW86871.1	1041826.FCOL_07130	1041826.FCOL_10320	0.179	0	0	0	0	0	0	0.340	0.434
AEW86245.1	AEW87217.1	1041826.FCOL_07130	1041826.FCOL_12080	0.194	0	0	0	0	0	0	0.335	0.441
AEW86245.1	murB	1041826.FCOL_07130	1041826.FCOL_12300	0.166	0	0	0	0.072	0	0	0.364	0.464
AEW86245.1	AEW86929.1	1041826.FCOL_07130	1041826.FCOL_10620	0.187	0	0	0	0	0	0	0.375	0.470
AEW86245.1	AEW87049.1	1041826.FCOL_07130	1041826.FCOL_11230	0.114	0	0.172	0	0	0	0	0.342	0.475
AEW86245.1	AEW86482.1	1041826.FCOL_07130	1041826.FCOL_08335	0.164	0	0.280	0	0	0	0	0.251	0.509
AEW86245.1	AEW87475.1	1041826.FCOL_07130	1041826.FCOL_13400	0	0	0.526	0	0	0	0	0.133	0.571
AEW86245.1	AEW86583.1	1041826.FCOL_07130	1041826.FCOL_08855	0.078	0	0	0	0.478	0	0	0.207	0.585
AEW86245.1	AEX99663.1	1041826.FCOL_07130	1041826.FCOL_08872	0.183	0	0	0	0	0	0	0.530	0.599
AEW86245.1	AEW86249.1	1041826.FCOL_07130	1041826.FCOL_07150	0.646	0	0	0	0	0	0	0	0.647
AEW86245.1	AEW86248.1	1041826.FCOL_07130	1041826.FCOL_07145	0.711	0	0	0	0	0	0	0	0.711
AEW86245.1	AEW86247.1	1041826.FCOL_07130	1041826.FCOL_07140	0.810	0	0	0	0	0	0	0	0.810
AEW86245.1	AEW86250.1	1041826.FCOL_07130	1041826.FCOL_07155	0.587	0	0.152	0	0	0	0.500	0.337	0.868
AEW86247.1	AEW85244.1	1041826.FCOL_07140	1041826.FCOL_01975	0.078	0	0	0	0.568	0.237	0	0.132	0.700
AEW86247.1	AEW85652.1	1041826.FCOL_07140	1041826.FCOL_04090	0.078	0	0.451	0	0.122	0	0	0.128	0.560
AEW86247.1	AEW85653.1	1041826.FCOL_07140	1041826.FCOL_04095	0.078	0	0.475	0	0.156	0	0	0.132	0.597
AEW86247.1	AEW85995.1	1041826.FCOL_07140	1041826.FCOL_05850	0.172	0	0.229	0	0.158	0	0	0.253	0.544
AEW86247.1	AEW86244.1	1041826.FCOL_07140	1041826.FCOL_07125	0.449	0	0	0	0	0	0	0	0.449
AEW86247.1	AEW86245.1	1041826.FCOL_07140	1041826.FCOL_07130	0.810	0	0	0	0	0	0	0	0.810
AEW86247.1	AEW86639.1	1041826.FCOL_07140	1041826.FCOL_09150	0	0	0.189	0	0.151	0.235	0	0	0.427
AEW86247.1	AEW86251.1	1041826.FCOL_07140	1041826.FCOL_07160	0.471	0	0	0	0	0	0	0	0.471
AEW86247.1	AEW86250.1	1041826.FCOL_07140	1041826.FCOL_07155	0.637	0	0	0	0	0	0	0	0.637
AEW86247.1	AEW86249.1	1041826.FCOL_07140	1041826.FCOL_07150	0.706	0	0	0	0	0	0	0	0.706
AEW86247.1	AEW86248.1	1041826.FCOL_07140	1041826.FCOL_07145	0.759	0.900	0.774	0	0	0	0	0.045	0.994
AEW86248.1	AEW85244.1	1041826.FCOL_07145	1041826.FCOL_01975	0.078	0	0	0	0.568	0.237	0	0.132	0.700
AEW86248.1	AEW85652.1	1041826.FCOL_07145	1041826.FCOL_04090	0.078	0	0.501	0	0.122	0	0	0.128	0.600
AEW86248.1	AEW85653.1	1041826.FCOL_07145	1041826.FCOL_04095	0.078	0	0.602	0	0.156	0	0	0.132	0.695
AEW86248.1	AEW85995.1	1041826.FCOL_07145	1041826.FCOL_05850	0.172	0	0.334	0	0.158	0	0	0.253	0.606
AEW86248.1	AEW86244.1	1041826.FCOL_07145	1041826.FCOL_07125	0.393	0	0.209	0	0	0	0	0	0.500
AEW86248.1	AEW86245.1	1041826.FCOL_07145	1041826.FCOL_07130	0.711	0	0	0	0	0	0	0	0.711
AEW86248.1	AEW86247.1	1041826.FCOL_07145	1041826.FCOL_07140	0.759	0.900	0.774	0	0	0	0	0.045	0.994
AEW86248.1	AEW86251.1	1041826.FCOL_07145	1041826.FCOL_07160	0.536	0	0	0	0	0	0	0	0.536
AEW86248.1	AEW86250.1	1041826.FCOL_07145	1041826.FCOL_07155	0.713	0	0	0	0	0	0	0	0.713
AEW86248.1	AEW86249.1	1041826.FCOL_07145	1041826.FCOL_07150	0.774	0	0	0	0	0	0	0	0.775
AEW86249.1	AEW85070.1	1041826.FCOL_07150	1041826.FCOL_01105	0	0	0.577	0	0	0	0	0	0.577
AEW86249.1	AEW85403.1	1041826.FCOL_07150	1041826.FCOL_02790	0.089	0	0	0	0	0.464	0	0	0.490
AEW86249.1	AEW85733.1	1041826.FCOL_07150	1041826.FCOL_04510	0.077	0	0.443	0	0.054	0	0	0	0.471
AEW86249.1	AEW86155.1	1041826.FCOL_07150	1041826.FCOL_06670	0.125	0	0.412	0	0	0	0	0.071	0.480
AEW86249.1	AEW86203.1	1041826.FCOL_07150	1041826.FCOL_06910	0	0	0.400	0	0	0	0	0	0.400
AEW86249.1	AEW86245.1	1041826.FCOL_07150	1041826.FCOL_07130	0.646	0	0	0	0	0	0	0	0.647
AEW86249.1	AEW86247.1	1041826.FCOL_07150	1041826.FCOL_07140	0.706	0	0	0	0	0	0	0	0.706
AEW86249.1	AEW86248.1	1041826.FCOL_07150	1041826.FCOL_07145	0.774	0	0	0	0	0	0	0	0.775
AEW86249.1	AEW86658.1	1041826.FCOL_07150	1041826.FCOL_09245	0	0	0.431	0	0	0	0	0	0.431
AEW86249.1	AEW87441.1	1041826.FCOL_07150	1041826.FCOL_13230	0.078	0	0.423	0	0	0	0	0	0.445
AEW86249.1	AEW87257.1	1041826.FCOL_07150	1041826.FCOL_12280	0.065	0	0.447	0	0.049	0	0	0	0.465
AEW86249.1	AEW87468.1	1041826.FCOL_07150	1041826.FCOL_13365	0.089	0	0	0	0	0.464	0	0	0.490
AEW86249.1	AEW86251.1	1041826.FCOL_07150	1041826.FCOL_07160	0.589	0	0	0	0	0	0	0.114	0.621
AEW86249.1	AEW86250.1	1041826.FCOL_07150	1041826.FCOL_07155	0.769	0	0.235	0	0	0	0	0	0.816
AEW86249.1	AEW86970.1	1041826.FCOL_07150	1041826.FCOL_10835	0.125	0	0.273	0	0.185	0.915	0.800	0.276	0.992
AEW86249.1	AEW86969.2	1041826.FCOL_07150	1041826.FCOL_10830	0.125	0	0.458	0	0.279	0.923	0.800	0.276	0.995
AEW86250.1	AEW85202.1	1041826.FCOL_07155	1041826.FCOL_01765	0.050	0	0	0	0.051	0.457	0	0	0.467
AEW86250.1	AEW85378.1	1041826.FCOL_07155	1041826.FCOL_02665	0	0	0	0	0	0.515	0	0	0.515
AEW86250.1	AEW85433.1	1041826.FCOL_07155	1041826.FCOL_02940	0.181	0	0.329	0	0.048	0	0	0.353	0.616
AEW86250.1	AEW85434.1	1041826.FCOL_07155	1041826.FCOL_02945	0.104	0	0.392	0	0.044	0	0	0.131	0.486
AEW86250.1	mraY	1041826.FCOL_07155	1041826.FCOL_03850	0.044	0	0.322	0	0	0	0	0.193	0.431
AEW86250.1	AEW85669.1	1041826.FCOL_07155	1041826.FCOL_04175	0.087	0	0.356	0	0.056	0	0	0.165	0.474
AEW86250.1	AEW85733.1	1041826.FCOL_07155	1041826.FCOL_04510	0.062	0	0.461	0	0	0	0	0	0.472
AEW86250.1	AEW86066.1	1041826.FCOL_07155	1041826.FCOL_06225	0.041	0	0	0	0.151	0.281	0	0.128	0.421
AEW86250.1	AEW86245.1	1041826.FCOL_07155	1041826.FCOL_07130	0.587	0	0.152	0	0	0	0.500	0.337	0.868
AEW86250.1	AEW86247.1	1041826.FCOL_07155	1041826.FCOL_07140	0.637	0	0	0	0	0	0	0	0.637
AEW86250.1	AEW86248.1	1041826.FCOL_07155	1041826.FCOL_07145	0.713	0	0	0	0	0	0	0	0.713
AEW86250.1	AEW86249.1	1041826.FCOL_07155	1041826.FCOL_07150	0.769	0	0.235	0	0	0	0	0	0.816
AEW86250.1	AEW86929.1	1041826.FCOL_07155	1041826.FCOL_10620	0.114	0	0	0	0.073	0	0	0.337	0.407
AEW86250.1	AEW86529.1	1041826.FCOL_07155	1041826.FCOL_08570	0.041	0	0	0	0.151	0.281	0	0.128	0.421
AEW86250.1	AEW87344.1	1041826.FCOL_07155	1041826.FCOL_12745	0	0	0.420	0	0.045	0	0	0	0.422
AEW86250.1	AEW86965.1	1041826.FCOL_07155	1041826.FCOL_10810	0.052	0	0.331	0	0.043	0	0	0.180	0.435
AEW86250.1	AEW87253.1	1041826.FCOL_07155	1041826.FCOL_12260	0.050	0	0	0	0.051	0.457	0	0	0.467
AEW86250.1	AEW87254.1	1041826.FCOL_07155	1041826.FCOL_12265	0.050	0	0	0	0.051	0.457	0	0	0.467
AEW86250.1	AEW87028.1	1041826.FCOL_07155	1041826.FCOL_11125	0.050	0	0	0	0.051	0.457	0	0	0.467
AEW86250.1	AEW86747.1	1041826.FCOL_07155	1041826.FCOL_09690	0	0	0.506	0	0	0	0	0	0.506
AEW86250.1	AEW87217.1	1041826.FCOL_07155	1041826.FCOL_12080	0.346	0	0.290	0	0	0	0	0	0.515
AEW86250.1	AEW87156.1	1041826.FCOL_07155	1041826.FCOL_11775	0	0	0	0	0	0.515	0	0	0.515
AEW86250.1	AEW86704.1	1041826.FCOL_07155	1041826.FCOL_09475	0.115	0	0.421	0	0.073	0	0	0.131	0.531
AEW86250.1	AEW86482.1	1041826.FCOL_07155	1041826.FCOL_08335	0.045	0	0	0	0	0	0.500	0.127	0.546
AEW86250.1	AEW86509.1	1041826.FCOL_07155	1041826.FCOL_08470	0	0	0.509	0	0	0.128	0	0.127	0.593
AEW86250.1	AEW86251.1	1041826.FCOL_07155	1041826.FCOL_07160	0.683	0	0	0	0	0	0	0	0.683
AEW86250.1	AEX99663.1	1041826.FCOL_07155	1041826.FCOL_08872	0.164	0	0.526	0	0.045	0	0	0.348	0.720
AEW86251.1	lpxC	1041826.FCOL_07160	1041826.FCOL_00260	0	0	0.226	0	0.047	0	0	0.355	0.482
AEW86251.1	AEW84945.1	1041826.FCOL_07160	1041826.FCOL_00450	0	0	0.734	0	0	0	0	0	0.734
AEW86251.1	AEW84981.1	1041826.FCOL_07160	1041826.FCOL_00630	0.073	0	0.481	0	0.048	0	0	0.113	0.539
AEW86251.1	AEW85070.1	1041826.FCOL_07160	1041826.FCOL_01105	0	0	0.534	0	0	0	0	0	0.534
AEW86251.1	AEW85377.1	1041826.FCOL_07160	1041826.FCOL_02660	0.073	0	0.575	0	0.056	0	0	0.113	0.625
AEW86251.1	yidC	1041826.FCOL_07160	1041826.FCOL_02920	0	0	0.490	0	0	0	0	0	0.490
AEW86251.1	AEW85495.1	1041826.FCOL_07160	1041826.FCOL_03250	0	0	0.619	0	0	0	0	0	0.619
AEW86251.1	AEW85660.1	1041826.FCOL_07160	1041826.FCOL_04130	0	0	0.602	0	0.150	0	0	0.087	0.664
AEW86251.1	AEW85711.1	1041826.FCOL_07160	1041826.FCOL_04385	0	0	0.541	0	0	0	0	0.089	0.563
AEW86251.1	AEW85720.1	1041826.FCOL_07160	1041826.FCOL_04445	0	0	0.494	0	0	0	0	0.046	0.496
AEW86251.1	AEW85733.1	1041826.FCOL_07160	1041826.FCOL_04510	0	0	0.588	0	0.150	0	0	0.087	0.652
AEW86251.1	AEW85757.1	1041826.FCOL_07160	1041826.FCOL_04630	0.060	0	0.376	0	0.088	0	0	0.087	0.446
AEW86251.1	AEW86140.1	1041826.FCOL_07160	1041826.FCOL_06595	0.092	0	0.255	0	0	0	0	0.254	0.451
AEW86251.1	secF	1041826.FCOL_07160	1041826.FCOL_06825	0.054	0	0.157	0	0.049	0	0	0.323	0.417
AEW86251.1	AEW86239.1	1041826.FCOL_07160	1041826.FCOL_07100	0.044	0	0.290	0	0.074	0	0	0.193	0.424
AEW86251.1	AEW86247.1	1041826.FCOL_07160	1041826.FCOL_07140	0.471	0	0	0	0	0	0	0	0.471
AEW86251.1	AEW86248.1	1041826.FCOL_07160	1041826.FCOL_07145	0.536	0	0	0	0	0	0	0	0.536
AEW86251.1	AEW86249.1	1041826.FCOL_07160	1041826.FCOL_07150	0.589	0	0	0	0	0	0	0.114	0.621
AEW86251.1	AEW86250.1	1041826.FCOL_07160	1041826.FCOL_07155	0.683	0	0	0	0	0	0	0	0.683
AEW86251.1	AEW86722.1	1041826.FCOL_07160	1041826.FCOL_09565	0	0	0.343	0	0	0	0	0.131	0.404
AEW86251.1	AEW86709.2	1041826.FCOL_07160	1041826.FCOL_09500	0	0	0.406	0	0	0	0	0	0.406
AEW86251.1	lspA	1041826.FCOL_07160	1041826.FCOL_13180	0.074	0	0.326	0	0	0	0	0.131	0.410
AEW86251.1	AEW86968.1	1041826.FCOL_07160	1041826.FCOL_10825	0	0	0.423	0	0.047	0	0	0	0.426
AEW86251.1	AEW87488.1	1041826.FCOL_07160	1041826.FCOL_13465	0	0	0.458	0	0	0	0	0	0.458
AEW86251.1	AEW87445.1	1041826.FCOL_07160	1041826.FCOL_13250	0.041	0	0.465	0	0	0	0	0	0.465
AEW86251.1	AEW86458.1	1041826.FCOL_07160	1041826.FCOL_08215	0	0	0.517	0	0	0	0	0	0.517
AEW86251.1	AEW87441.1	1041826.FCOL_07160	1041826.FCOL_13230	0.091	0	0.514	0	0	0	0	0	0.539
AEW86251.1	AEW86819.1	1041826.FCOL_07160	1041826.FCOL_10050	0	0	0.599	0	0	0	0	0	0.599
AEW86251.1	AEW87257.1	1041826.FCOL_07160	1041826.FCOL_12280	0.042	0	0.647	0	0	0	0	0.074	0.659
AEW86251.1	AEW86658.1	1041826.FCOL_07160	1041826.FCOL_09245	0	0	0.664	0	0	0	0	0	0.664
AEW86251.1	AEW86292.1	1041826.FCOL_07160	1041826.FCOL_07365	0	0	0.674	0	0	0	0	0.089	0.690
AEW86255.1	AEW85762.1	1041826.FCOL_07180	1041826.FCOL_04655	0	0	0.444	0	0	0	0	0	0.444
AEW86255.1	AEW85766.1	1041826.FCOL_07180	1041826.FCOL_04675	0	0	0.524	0	0	0	0	0	0.524
AEW86255.1	dnaK	1041826.FCOL_07180	1041826.FCOL_07170	0.410	0	0	0	0	0	0	0	0.410
AEW86255.1	AEW86590.1	1041826.FCOL_07180	1041826.FCOL_08905	0	0	0.400	0	0	0	0	0	0.400
AEW86256.1	AEW85762.1	1041826.FCOL_07185	1041826.FCOL_04655	0	0	0.436	0	0	0	0	0	0.436
AEW86256.1	AEW85766.1	1041826.FCOL_07185	1041826.FCOL_04675	0	0	0.511	0	0	0	0	0	0.511
AEW86256.1	AEW86257.1	1041826.FCOL_07185	1041826.FCOL_07190	0.463	0	0	0	0	0	0	0	0.463
AEW86257.1	AEW86256.1	1041826.FCOL_07190	1041826.FCOL_07185	0.463	0	0	0	0	0	0	0	0.463
AEW86257.1	AEW86259.1	1041826.FCOL_07190	1041826.FCOL_07200	0.406	0	0	0	0	0	0	0	0.406
AEW86257.1	AEW86258.1	1041826.FCOL_07190	1041826.FCOL_07195	0.551	0	0.153	0	0	0	0	0	0.604
